Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 5/28/18
,Log start: 17:42:46
,Log interval: 10 seconds
,Device/Model: GT-I9190
,Android: Version 7.1.2
,Net. op.: vodafone IT
,Sim op.: 
,Network type (DC)HSPA+ * 42.2 Mbps
,Phone type: GSM
,Country code: it
,Device ID: 356425056679763
267,5/28/18 * 18:28:19,HAVE MOBILE CONNECTION,mobile,18:28:19,(DC)HSPA+ * 42.2 Mbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.3792458,11.8755734,4668,27202108,25021
268,5/28/18 * 18:28:29,HAVE MOBILE CONNECTION,mobile,18:28:29,(DC)HSPA+ * 42.2 Mbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37920066,11.87633638,4668,27202108,25021
269,5/28/18 * 18:28:40,HAVE MOBILE CONNECTION,mobile,18:28:40,(DC)HSPA+ * 42.2 Mbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37909097,11.87707546,4668,27202108,25021
270,5/28/18 * 18:28:50,HAVE MOBILE CONNECTION,mobile,18:28:50,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37897217,11.87763225,4668,27202108,25021
271,5/28/18 * 18:29:0,HAVE MOBILE CONNECTION,mobile,18:29:0,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37870583,11.87759747,4668,27202108,25021
272,5/28/18 * 18:29:11,HAVE MOBILE CONNECTION,mobile,18:29:11,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37855531,11.87825343,4668,27202108,25021
273,5/28/18 * 18:29:21,HAVE MOBILE CONNECTION,mobile,18:29:21,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37843846,11.87902414,4668,27202108,25021
274,5/28/18 * 18:29:31,HAVE MOBILE CONNECTION,mobile,18:29:31,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37834249,11.87972728,4668,27202108,25021
275,5/28/18 * 18:29:41,HAVE MOBILE CONNECTION,mobile,18:29:41,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37822635,11.88051744,4668,27202108,25021
276,5/28/18 * 18:29:51,HAVE MOBILE CONNECTION,mobile,18:29:51,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37804544,11.88140757,4668,27202108,25021
277,5/28/18 * 18:30:3,HAVE MOBILE CONNECTION,mobile,18:30:3,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37789233,11.88226846,4668,27202108,25021
278,5/28/18 * 18:30:13,HAVE MOBILE CONNECTION,mobile,18:30:13,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37772677,11.88311995,4668,27202108,25021
279,5/28/18 * 18:30:23,HAVE MOBILE CONNECTION,mobile,18:30:23,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37751714,11.88387464,4668,27202108,25021
280,5/28/18 * 18:30:34,HAVE MOBILE CONNECTION,mobile,18:30:34,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37731792,11.88462745,4668,27202108,25021
281,5/28/18 * 18:30:44,HAVE MOBILE CONNECTION,mobile,18:30:44,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37726111,11.88540915,4668,27202108,25021
282,5/28/18 * 18:30:54,HAVE MOBILE CONNECTION,mobile,18:30:54,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37721314,11.88561126,4668,27202108,25021
283,5/28/18 * 18:31:4,HAVE MOBILE CONNECTION,mobile,18:31:4,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37721193,11.88562044,4668,27202108,25021
284,5/28/18 * 18:31:14,HAVE MOBILE CONNECTION,mobile,18:31:14,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37754793,11.88565743,4668,27202108,25021
285,5/28/18 * 18:31:25,HAVE MOBILE CONNECTION,mobile,18:31:25,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37804101,11.88544333,4668,27202108,25021
286,5/28/18 * 18:31:36,HAVE MOBILE CONNECTION,mobile,18:31:36,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37857815,11.88519383,4668,27202108,25021
287,5/28/18 * 18:31:46,HAVE MOBILE CONNECTION,mobile,18:31:46,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37913153,11.88492173,4668,27202108,25021
288,5/28/18 * 18:31:56,HAVE MOBILE CONNECTION,mobile,18:31:56,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.37959369,11.88476092,4668,27202108,25021
289,5/28/18 * 18:32:7,HAVE MOBILE CONNECTION,mobile,18:32:7,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38014366,11.88449089,4668,27202108,25021
290,5/28/18 * 18:32:17,HAVE MOBILE CONNECTION,mobile,18:32:17,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38048933,11.88470522,4668,27202108,25021
291,5/28/18 * 18:32:28,HAVE MOBILE CONNECTION,mobile,18:32:28,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38060821,11.88521805,4668,27202108,25021
292,5/28/18 * 18:32:39,HAVE MOBILE CONNECTION,mobile,18:32:39,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38076124,11.88583497,4668,27202108,25021
293,5/28/18 * 18:32:49,HAVE MOBILE CONNECTION,mobile,18:32:49,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38093774,11.88654999,4668,27202108,25021
294,5/28/18 * 18:32:59,HAVE MOBILE CONNECTION,mobile,18:32:59,(DC)HSPA+ * 42.2 Mbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38102651,11.887125,5661,27203101,25021
295,5/28/18 * 18:33:9,HAVE MOBILE CONNECTION,mobile,18:33:9,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.3809309,11.88776938,5661,27203101,25021
296,5/28/18 * 18:33:19,HAVE MOBILE CONNECTION,mobile,18:33:19,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38091919,11.88814549,5661,27203101,25021
297,5/28/18 * 18:33:30,HAVE MOBILE CONNECTION,mobile,18:33:30,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38092124,11.88802992,5661,27203101,25021
298,5/28/18 * 18:33:40,HAVE MOBILE CONNECTION,mobile,18:33:40,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.3808796,11.88799614,5661,27203101,25021
299,5/28/18 * 18:33:50,HAVE MOBILE CONNECTION,mobile,18:33:50,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.3807959,11.88800241,5661,27203101,25021
300,5/28/18 * 18:34:1,HAVE MOBILE CONNECTION,mobile,18:34:1,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38076237,11.88788928,5661,27203101,25021
301,5/28/18 * 18:34:11,HAVE MOBILE CONNECTION,mobile,18:34:11,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38077276,11.88795274,5661,27203101,25021
302,5/28/18 * 18:34:21,HAVE MOBILE CONNECTION,mobile,18:34:21,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38076941,11.88797971,5661,27203101,25021
303,5/28/18 * 18:34:31,HAVE MOBILE CONNECTION,mobile,18:34:31,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38073263,11.8880591,5661,27203101,25021
304,5/28/18 * 18:34:43,HAVE MOBILE CONNECTION,mobile,18:34:43,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38070439,11.88802448,5661,27203101,25021
305,5/28/18 * 18:34:53,HAVE MOBILE CONNECTION,mobile,18:34:53,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38081448,11.88813567,5661,27203101,25021
306,5/28/18 * 18:35:4,HAVE MOBILE CONNECTION,mobile,18:35:4,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38079457,11.88814679,5661,27203101,25021
307,5/28/18 * 18:35:15,HAVE MOBILE CONNECTION,mobile,18:35:15,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38087185,11.88809644,5661,27203101,25021
308,5/28/18 * 18:35:25,HAVE MOBILE CONNECTION,mobile,18:35:25,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38097212,11.88809755,5661,27203101,25021
309,5/28/18 * 18:35:36,HAVE MOBILE CONNECTION,mobile,18:35:36,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.38080752,11.88808126,5661,27203101,25021
310,5/28/18 * 18:35:46,HAVE MOBILE CONNECTION,mobile,18:35:46,UMTS * 384 kbps,-85,-86,-75,50%,46%,Connected,upload + download activity,45.3806804,11.88804326,5661,27203101,25021
311,5/28/18 * 18:35:56,HAVE MOBILE CONNECTION,mobile,18:35:56,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38083425,11.88810488,5423,27202863,25021
312,5/28/18 * 18:36:7,HAVE MOBILE CONNECTION,mobile,18:36:7,UMTS * 384 kbps,-91,-86,-75,39%,46%,Connected,no activity,45.38080601,11.88812781,5543,27202983,25021
313,5/28/18 * 18:36:17,HAVE MOBILE CONNECTION,mobile,18:36:17,(DC)HSPA+ * 42.2 Mbps,-91,-86,-75,39%,46%,Connected,no activity,45.38083247,11.88807508,5423,27202863,25021
314,5/28/18 * 18:36:27,HAVE MOBILE CONNECTION,mobile,18:36:27,UMTS * 384 kbps,-89,-86,-75,42%,46%,Connected,no activity,45.38056415,11.88818776,5423,27202863,25021
315,5/28/18 * 18:36:38,HAVE MOBILE CONNECTION,mobile,18:36:38,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38078357,11.88813868,5423,27202863,25021
316,5/28/18 * 18:36:48,HAVE MOBILE CONNECTION,mobile,18:36:48,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38081852,11.88813964,5423,27202863,25021
317,5/28/18 * 18:36:59,HAVE MOBILE CONNECTION,mobile,18:36:59,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38082139,11.8881397,5423,27202863,25021
318,5/28/18 * 18:37:9,HAVE MOBILE CONNECTION,mobile,18:37:9,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38084893,11.8881361,5423,27202863,25021
319,5/28/18 * 18:37:19,HAVE MOBILE CONNECTION,mobile,18:37:19,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.380891,11.88813763,5423,27202863,25021
320,5/28/18 * 18:37:30,HAVE MOBILE CONNECTION,mobile,18:37:30,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.3809006,11.88813801,5423,27202863,25021
321,5/28/18 * 18:37:40,HAVE MOBILE CONNECTION,mobile,18:37:40,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38090964,11.88813829,5423,27202863,25021
322,5/28/18 * 18:37:50,HAVE MOBILE CONNECTION,mobile,18:37:50,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38091269,11.88813882,5423,27202863,25021
323,5/28/18 * 18:38:1,HAVE MOBILE CONNECTION,mobile,18:38:1,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38091541,11.88813931,5423,27202863,25021
324,5/28/18 * 18:38:11,HAVE MOBILE CONNECTION,mobile,18:38:11,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38091622,11.88813985,5423,27202863,25021
325,5/28/18 * 18:38:22,HAVE MOBILE CONNECTION,mobile,18:38:22,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38091969,11.8881401,5423,27202863,25021
326,5/28/18 * 18:38:32,HAVE MOBILE CONNECTION,mobile,18:38:32,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38092073,11.88814025,5423,27202863,25021
327,5/28/18 * 18:38:42,HAVE MOBILE CONNECTION,mobile,18:38:42,(DC)HSPA+ * 42.2 Mbps,-87,-86,-75,46%,46%,Connected,no activity,45.38094863,11.88813882,5423,27202863,25021
328,5/28/18 * 18:38:53,HAVE MOBILE CONNECTION,mobile,18:38:53,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38096569,11.88813752,5423,27202863,25021
329,5/28/18 * 18:39:3,HAVE MOBILE CONNECTION,mobile,18:39:3,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38096685,11.88813774,5423,27202863,25021
330,5/28/18 * 18:39:14,HAVE MOBILE CONNECTION,mobile,18:39:14,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38096747,11.88813751,5423,27202863,25021
331,5/28/18 * 18:39:24,HAVE MOBILE CONNECTION,mobile,18:39:24,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38096851,11.8881375,5423,27202863,25021
332,5/28/18 * 18:39:35,HAVE MOBILE CONNECTION,mobile,18:39:35,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.3809726,11.88813792,5423,27202863,25021
333,5/28/18 * 18:39:46,HAVE MOBILE CONNECTION,mobile,18:39:46,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097548,11.8881376,5423,27202863,25021
334,5/28/18 * 18:39:56,HAVE MOBILE CONNECTION,mobile,18:39:56,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097596,11.8881375,5423,27202863,25021
335,5/28/18 * 18:40:6,HAVE MOBILE CONNECTION,mobile,18:40:6,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097632,11.8881377,5423,27202863,25021
336,5/28/18 * 18:40:16,HAVE MOBILE CONNECTION,mobile,18:40:16,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.3809784,11.88813754,5423,27202863,25021
337,5/28/18 * 18:40:27,HAVE MOBILE CONNECTION,mobile,18:40:27,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097808,11.88813734,5423,27202863,25021
338,5/28/18 * 18:40:37,HAVE MOBILE CONNECTION,mobile,18:40:37,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097875,11.88813743,5423,27202863,25021
339,5/28/18 * 18:40:47,HAVE MOBILE CONNECTION,mobile,18:40:47,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097958,11.88813787,5423,27202863,25021
340,5/28/18 * 18:40:57,HAVE MOBILE CONNECTION,mobile,18:40:57,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097956,11.88813801,5423,27202863,25021
341,5/28/18 * 18:41:7,HAVE MOBILE CONNECTION,mobile,18:41:7,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38097942,11.88813801,5423,27202863,25021
342,5/28/18 * 18:41:18,HAVE MOBILE CONNECTION,mobile,18:41:18,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098172,11.88813787,5423,27202863,25021
343,5/28/18 * 18:41:28,HAVE MOBILE CONNECTION,mobile,18:41:28,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098284,11.88813746,5423,27202863,25021
344,5/28/18 * 18:41:38,HAVE MOBILE CONNECTION,mobile,18:41:38,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098177,11.88813732,5423,27202863,25021
345,5/28/18 * 18:41:49,HAVE MOBILE CONNECTION,mobile,18:41:49,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098167,11.88813685,5423,27202863,25021
346,5/28/18 * 18:41:59,HAVE MOBILE CONNECTION,mobile,18:41:59,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098178,11.88813683,5423,27202863,25021
347,5/28/18 * 18:42:9,HAVE MOBILE CONNECTION,mobile,18:42:9,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098201,11.88813677,5423,27202863,25021
348,5/28/18 * 18:42:19,HAVE MOBILE CONNECTION,mobile,18:42:19,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098289,11.88813679,5423,27202863,25021
349,5/28/18 * 18:42:30,HAVE MOBILE CONNECTION,mobile,18:42:30,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098442,11.88813687,5423,27202863,25021
350,5/28/18 * 18:42:40,HAVE MOBILE CONNECTION,mobile,18:42:40,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098431,11.88813712,5423,27202863,25021
351,5/28/18 * 18:42:51,HAVE MOBILE CONNECTION,mobile,18:42:51,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098517,11.88813679,5423,27202863,25021
352,5/28/18 * 18:43:1,HAVE MOBILE CONNECTION,mobile,18:43:1,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098464,11.88813693,5423,27202863,25021
353,5/28/18 * 18:43:11,HAVE MOBILE CONNECTION,mobile,18:43:11,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098415,11.8881368,5423,27202863,25021
354,5/28/18 * 18:43:22,HAVE MOBILE CONNECTION,mobile,18:43:22,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098374,11.88813639,5423,27202863,25021
355,5/28/18 * 18:43:32,HAVE MOBILE CONNECTION,mobile,18:43:32,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098409,11.88813653,5423,27202863,25021
356,5/28/18 * 18:43:43,HAVE MOBILE CONNECTION,mobile,18:43:43,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098331,11.88813663,5423,27202863,25021
357,5/28/18 * 18:43:53,HAVE MOBILE CONNECTION,mobile,18:43:53,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.3809818,11.88813685,5423,27202863,25021
358,5/28/18 * 18:44:4,HAVE MOBILE CONNECTION,mobile,18:44:4,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098094,11.88813701,5423,27202863,25021
359,5/28/18 * 18:44:14,HAVE MOBILE CONNECTION,mobile,18:44:14,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098113,11.88813685,5423,27202863,25021
360,5/28/18 * 18:44:25,HAVE MOBILE CONNECTION,mobile,18:44:25,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.38098079,11.88813647,5423,27202863,25021
361,5/28/18 * 18:44:35,HAVE MOBILE CONNECTION,mobile,18:44:35,UMTS * 384 kbps,-87,-86,-75,46%,46%,Connected,no activity,45.3809813,11.8881359,5423,27202863,25021
