Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 6/2/18
,Log start: 10:10:8
,Log interval: 10 seconds
,Device/Model: GT-I9190
,Android: Version 7.1.2
,Net. op.: vodafone IT
,Sim op.: 
,Network type UMTS * 384 kbps
,Phone type: GSM
,Country code: it
,Device ID: 356425056679763
1,6/2/18 * 10:10:19,HAVE MOBILE CONNECTION,mobile,10:10:19,UMTS * 384 kbps,-79,-79,-79,60%,60%,Connected,no activity,0.0,0.0,30171,27227611,25021
2,6/2/18 * 10:10:29,HAVE MOBILE CONNECTION,mobile,10:10:29,(DC)HSPA+ * 42.2 Mbps,-73,-76,-73,71%,65%,Connected,upload + download activity,0.0,0.0,30171,27227611,25021
3,6/2/18 * 10:10:39,HAVE MOBILE CONNECTION,mobile,10:10:39,(DC)HSPA+ * 42.2 Mbps,-79,-77,-73,60%,63%,Connected,no activity,0.0,0.0,30171,27227611,25021
4,6/2/18 * 10:10:49,HAVE MOBILE CONNECTION,mobile,10:10:49,(DC)HSPA+ * 42.2 Mbps,-69,-75,-69,78%,67%,Connected,upload + download activity,0.0,0.0,4557,27201997,25021
1,6/2/18 * 10:11:3,HAVE MOBILE CONNECTION,mobile,10:11:3,(DC)HSPA+ * 42.2 Mbps,-81,-381,-81,57%,57%,Connected,upload + download activity,0.0,0.0,4557,27201997,25021
2,6/2/18 * 10:11:14,HAVE MOBILE CONNECTION,mobile,10:11:14,(DC)HSPA+ * 42.2 Mbps,-83,-232,-81,53%,55%,Connected,upload + download activity,0.0,0.0,2688,27200128,25021
3,6/2/18 * 10:11:24,HAVE MOBILE CONNECTION,mobile,10:11:24,(DC)HSPA+ * 42.2 Mbps,-85,-183,-81,50%,53%,Connected,upload + download activity,0.0,0.0,2688,27200128,25021
4,6/2/18 * 10:11:34,HAVE MOBILE CONNECTION,mobile,10:11:34,(DC)HSPA+ * 42.2 Mbps,-87,-159,-81,46%,51%,Connected,upload + download activity,0.0,0.0,2387,27199827,25021
5,6/2/18 * 10:11:44,HAVE MOBILE CONNECTION,mobile,10:11:44,(DC)HSPA+ * 42.2 Mbps,-85,-144,-81,50%,51%,Connected,upload + download activity,0.0,0.0,2387,27199827,25021
6,6/2/18 * 10:11:54,HAVE MOBILE CONNECTION,mobile,10:11:54,(DC)HSPA+ * 42.2 Mbps,-79,-133,-79,60%,52%,Connected,upload + download activity,0.0,0.0,2387,27199827,25021
7,6/2/18 * 10:12:5,HAVE MOBILE CONNECTION,mobile,10:12:5,(DC)HSPA+ * 42.2 Mbps,-81,-125,-79,57%,53%,Connected,upload + download activity,45.38717545,11.92305374,2387,27199827,25021
8,6/2/18 * 10:12:15,HAVE MOBILE CONNECTION,mobile,10:12:15,UMTS * 384 kbps,-77,-119,-77,64%,54%,Connected,upload + download activity,45.38881279,11.92482237,2338,27199778,25021
9,6/2/18 * 10:12:25,HAVE MOBILE CONNECTION,mobile,10:12:25,UMTS * 384 kbps,-79,-115,-77,60%,55%,Connected,upload + download activity,45.3907508,11.92584762,2338,27199778,25021
10,6/2/18 * 10:12:35,HAVE MOBILE CONNECTION,mobile,10:12:35,(DC)HSPA+ * 42.2 Mbps,-77,-111,-77,64%,56%,Connected,upload + download activity,45.39279022,11.92675608,2338,27199778,25021
11,6/2/18 * 10:12:46,HAVE MOBILE CONNECTION,mobile,10:12:46,UMTS * 384 kbps,-77,-108,-77,64%,56%,Connected,upload + download activity,45.39491183,11.92800861,2338,27199778,25021
12,6/2/18 * 10:12:56,HAVE MOBILE CONNECTION,mobile,10:12:56,(DC)HSPA+ * 42.2 Mbps,-75,-105,-75,67%,57%,Connected,upload + download activity,45.39672952,11.92905201,2338,27199778,25021
13,6/2/18 * 10:13:6,HAVE MOBILE CONNECTION,mobile,10:13:6,UMTS * 384 kbps,-75,-103,-75,67%,58%,Connected,upload + download activity,45.39892793,11.9301449,2337,27199777,25021
14,6/2/18 * 10:13:16,HAVE MOBILE CONNECTION,mobile,10:13:16,UMTS * 384 kbps,-73,-101,-73,71%,59%,Connected,upload + download activity,45.40081582,11.93087386,2337,27199777,25021
15,6/2/18 * 10:13:27,HAVE MOBILE CONNECTION,mobile,10:13:27,UMTS * 384 kbps,-75,-99,-73,67%,59%,Connected,upload + download activity,45.40306933,11.9316198,2337,27199777,25021
16,6/2/18 * 10:13:37,HAVE MOBILE CONNECTION,mobile,10:13:37,UMTS * 384 kbps,-79,-98,-73,60%,59%,Connected,upload + download activity,45.40514769,11.93227117,2337,27199777,25021
17,6/2/18 * 10:13:48,HAVE MOBILE CONNECTION,mobile,10:13:48,UMTS * 384 kbps,-75,-96,-73,67%,60%,Connected,upload + download activity,45.40749686,11.93239722,29463,27226903,25021
18,6/2/18 * 10:13:58,HAVE MOBILE CONNECTION,mobile,10:13:58,UMTS * 384 kbps,-67,-95,-67,82%,61%,Connected,upload + download activity,45.4097802,11.93237251,5872,27203312,25021
19,6/2/18 * 10:14:8,HAVE MOBILE CONNECTION,mobile,10:14:8,UMTS * 384 kbps,-63,-93,-63,89%,62%,Connected,upload + download activity,45.41220621,11.93241437,5872,27203312,25021
20,6/2/18 * 10:14:18,HAVE MOBILE CONNECTION,mobile,10:14:18,UMTS * 384 kbps,-65,-91,-63,85%,64%,Connected,upload + download activity,45.41460121,11.93250393,5871,27203311,25021
21,6/2/18 * 10:14:28,HAVE MOBILE CONNECTION,mobile,10:14:28,(DC)HSPA+ * 42.2 Mbps,-73,-91,-63,71%,64%,Connected,upload + download activity,45.4166266,11.93225535,5871,27203311,25021
22,6/2/18 * 10:14:39,HAVE MOBILE CONNECTION,mobile,10:14:38,UMTS * 384 kbps,-73,-90,-63,71%,64%,Connected,upload + download activity,45.4183209,11.93060801,5871,27203311,25021
23,6/2/18 * 10:14:49,HAVE MOBILE CONNECTION,mobile,10:14:49,UMTS * 384 kbps,-79,-89,-63,60%,64%,Connected,upload + download activity,45.42012428,11.92844069,30321,27227761,25021
24,6/2/18 * 10:14:59,HAVE MOBILE CONNECTION,mobile,10:14:59,UMTS * 384 kbps,-77,-89,-63,64%,64%,Connected,upload + download activity,45.42179808,11.92632223,30321,27227761,25021
25,6/2/18 * 10:15:9,HAVE MOBILE CONNECTION,mobile,10:15:9,UMTS * 384 kbps,-87,-89,-63,46%,63%,Connected,upload + download activity,45.42338247,11.92467448,30321,27227761,25021
26,6/2/18 * 10:15:20,HAVE MOBILE CONNECTION,mobile,10:15:20,(DC)HSPA+ * 42.2 Mbps,-85,-88,-63,50%,63%,Connected,upload + download activity,45.42522845,11.92404587,30323,27227763,25021
27,6/2/18 * 10:15:30,HAVE MOBILE CONNECTION,mobile,10:15:30,UMTS * 384 kbps,-77,-88,-63,64%,63%,Connected,upload + download activity,45.4266876,11.92442249,30323,27227763,25021
28,6/2/18 * 10:15:40,HAVE MOBILE CONNECTION,mobile,10:15:40,UMTS * 384 kbps,-83,-88,-63,53%,62%,Connected,upload + download activity,45.42770444,11.92507919,37872,27235312,25021
29,6/2/18 * 10:15:50,HAVE MOBILE CONNECTION,mobile,10:15:50,(DC)HSPA+ * 42.2 Mbps,-87,-88,-63,46%,62%,Connected,upload + download activity,45.42753701,11.92689984,30321,27227761,25021
30,6/2/18 * 10:16:0,HAVE MOBILE CONNECTION,mobile,10:16:0,UMTS * 384 kbps,-85,-88,-63,50%,61%,Connected,upload + download activity,45.42671348,11.92771043,37872,27235312,25021
31,6/2/18 * 10:16:10,HAVE MOBILE CONNECTION,mobile,10:16:10,(DC)HSPA+ * 42.2 Mbps,-79,-87,-63,60%,61%,Connected,upload + download activity,45.42561545,11.92726397,6158,27203598,25021
32,6/2/18 * 10:16:21,HAVE MOBILE CONNECTION,mobile,10:16:21,(DC)HSPA+ * 42.2 Mbps,-79,-87,-63,60%,61%,Connected,upload + download activity,45.42621011,11.92660385,6158,27203598,25021
33,6/2/18 * 10:16:31,HAVE MOBILE CONNECTION,mobile,10:16:31,(DC)HSPA+ * 42.2 Mbps,-83,-87,-63,53%,61%,Connected,upload + download activity,45.42627077,11.92833186,6158,27203598,25021
34,6/2/18 * 10:16:41,HAVE MOBILE CONNECTION,mobile,10:16:41,(DC)HSPA+ * 42.2 Mbps,-85,-87,-63,50%,61%,Connected,upload + download activity,45.42634058,11.93093875,6158,27203598,25021
35,6/2/18 * 10:16:51,HAVE MOBILE CONNECTION,mobile,10:16:51,(DC)HSPA+ * 42.2 Mbps,-83,-87,-63,53%,60%,Connected,upload + download activity,45.42693692,11.93410156,6158,27203598,25021
36,6/2/18 * 10:17:2,HAVE MOBILE CONNECTION,mobile,10:17:2,(DC)HSPA+ * 42.2 Mbps,-77,-86,-63,64%,60%,Connected,upload + download activity,45.42768933,11.93794862,6158,27203598,25021
37,6/2/18 * 10:17:12,HAVE MOBILE CONNECTION,mobile,10:17:12,(DC)HSPA+ * 42.2 Mbps,-77,-86,-63,64%,61%,Connected,upload + download activity,45.42840899,11.94143572,6158,27203598,25021
38,6/2/18 * 10:17:22,HAVE MOBILE CONNECTION,mobile,10:17:22,(DC)HSPA+ * 42.2 Mbps,-81,-86,-63,57%,60%,Connected,upload + download activity,45.42912798,11.94517792,6158,27203598,25021
39,6/2/18 * 10:17:32,HAVE MOBILE CONNECTION,mobile,10:17:32,(DC)HSPA+ * 42.2 Mbps,-87,-86,-63,46%,60%,Connected,upload + download activity,45.42990856,11.94887748,6158,27203598,25021
40,6/2/18 * 10:17:42,HAVE MOBILE CONNECTION,mobile,10:17:42,(DC)HSPA+ * 42.2 Mbps,-79,-86,-63,60%,60%,Connected,upload + download activity,45.43062801,11.95202649,2458,27199898,25021
41,6/2/18 * 10:17:53,HAVE MOBILE CONNECTION,mobile,10:17:53,(DC)HSPA+ * 42.2 Mbps,-65,-85,-63,85%,61%,Connected,upload + download activity,45.43113884,11.9549899,2458,27199898,25021
42,6/2/18 * 10:18:3,HAVE MOBILE CONNECTION,mobile,10:18:3,(DC)HSPA+ * 42.2 Mbps,-59,-85,-59,96%,61%,Connected,upload + download activity,45.43130035,11.956779,2458,27199898,25021
43,6/2/18 * 10:18:13,HAVE MOBILE CONNECTION,mobile,10:18:13,(DC)HSPA+ * 42.2 Mbps,-57,-84,-57,100%,62%,Connected,upload + download activity,45.43223538,11.95809375,2458,27199898,25021
44,6/2/18 * 10:18:23,HAVE MOBILE CONNECTION,mobile,10:18:23,(DC)HSPA+ * 42.2 Mbps,-61,-84,-57,92%,63%,Connected,upload + download activity,45.43280257,11.96009718,2458,27199898,25021
45,6/2/18 * 10:18:33,HAVE MOBILE CONNECTION,mobile,10:18:33,(DC)HSPA+ * 42.2 Mbps,-71,-83,-57,75%,63%,Connected,upload + download activity,45.43318964,11.96218191,2457,27199897,25021
46,6/2/18 * 10:18:44,HAVE MOBILE CONNECTION,mobile,10:18:43,(DC)HSPA+ * 42.2 Mbps,-75,-83,-57,67%,63%,Connected,upload + download activity,45.43389521,11.96370656,2457,27199897,25021
47,6/2/18 * 10:18:54,HAVE MOBILE CONNECTION,mobile,10:18:54,(DC)HSPA+ * 42.2 Mbps,-79,-83,-57,60%,63%,Connected,upload + download activity,45.43449038,11.96484963,2457,27199897,25021
48,6/2/18 * 10:19:4,HAVE MOBILE CONNECTION,mobile,10:19:4,(DC)HSPA+ * 42.2 Mbps,-81,-83,-57,57%,63%,Connected,upload + download activity,45.43536911,11.96643705,2457,27199897,25021
49,6/2/18 * 10:19:14,HAVE MOBILE CONNECTION,mobile,10:19:14,(DC)HSPA+ * 42.2 Mbps,-79,-83,-57,60%,63%,Connected,upload + download activity,45.43644453,11.96847962,2457,27199897,25021
50,6/2/18 * 10:19:24,HAVE MOBILE CONNECTION,mobile,10:19:24,(DC)HSPA+ * 42.2 Mbps,-79,-83,-57,60%,63%,Connected,upload + download activity,45.43754893,11.97046935,2457,27199897,25021
51,6/2/18 * 10:19:35,HAVE MOBILE CONNECTION,mobile,10:19:35,(DC)HSPA+ * 42.2 Mbps,-79,-83,-57,60%,63%,Connected,upload + download activity,45.4388193,11.97281539,1037,27198477,25021
52,6/2/18 * 10:19:45,HAVE MOBILE CONNECTION,mobile,10:19:45,(DC)HSPA+ * 42.2 Mbps,-79,-83,-57,60%,63%,Connected,upload + download activity,45.4399044,11.97521147,1037,27198477,25021
53,6/2/18 * 10:19:55,HAVE MOBILE CONNECTION,mobile,10:19:55,(DC)HSPA+ * 42.2 Mbps,-73,-82,-57,71%,63%,Connected,upload + download activity,45.44084138,11.97740934,2808,27200248,25021
54,6/2/18 * 10:20:5,HAVE MOBILE CONNECTION,mobile,10:20:5,(DC)HSPA+ * 42.2 Mbps,-73,-82,-57,71%,63%,Connected,upload + download activity,45.44164167,11.97931562,2808,27200248,25021
55,6/2/18 * 10:20:15,HAVE MOBILE CONNECTION,mobile,10:20:15,(DC)HSPA+ * 42.2 Mbps,-69,-82,-57,78%,63%,Connected,upload + download activity,45.44245497,11.98113233,2808,27200248,25021
56,6/2/18 * 10:20:26,HAVE MOBILE CONNECTION,mobile,10:20:26,(DC)HSPA+ * 42.2 Mbps,-69,-82,-57,78%,64%,Connected,upload + download activity,45.44311728,11.98273213,2808,27200248,25021
57,6/2/18 * 10:20:36,HAVE MOBILE CONNECTION,mobile,10:20:36,(DC)HSPA+ * 42.2 Mbps,-71,-81,-57,75%,64%,Connected,upload + download activity,45.44360607,11.98388037,2808,27200248,25021
58,6/2/18 * 10:20:46,HAVE MOBILE CONNECTION,mobile,10:20:46,(DC)HSPA+ * 42.2 Mbps,-75,-81,-57,67%,64%,Connected,upload + download activity,45.44401489,11.98478476,2808,27200248,25021
59,6/2/18 * 10:20:56,HAVE MOBILE CONNECTION,mobile,10:20:56,UMTS * 384 kbps,-75,-81,-57,67%,64%,Connected,upload + download activity,45.44422352,11.98535279,2808,27200248,25021
60,6/2/18 * 10:21:6,HAVE MOBILE CONNECTION,mobile,10:21:6,(DC)HSPA+ * 42.2 Mbps,-81,-81,-57,57%,64%,Connected,upload + download activity,45.44502001,11.98607704,2808,27200248,25021
61,6/2/18 * 10:21:17,HAVE MOBILE CONNECTION,mobile,10:21:17,(DC)HSPA+ * 42.2 Mbps,-89,-81,-57,42%,63%,Connected,upload + download activity,45.44651498,11.98692249,41572,27239012,25021
62,6/2/18 * 10:21:27,HAVE MOBILE CONNECTION,mobile,10:21:27,(DC)HSPA+ * 42.2 Mbps,-87,-81,-57,46%,63%,Connected,upload + download activity,45.44804357,11.98782639,41572,27239012,25021
63,6/2/18 * 10:21:37,HAVE MOBILE CONNECTION,mobile,10:21:37,(DC)HSPA+ * 42.2 Mbps,-79,-81,-57,60%,63%,Connected,upload + download activity,45.44986718,11.98887392,41572,27239012,25021
64,6/2/18 * 10:21:48,HAVE MOBILE CONNECTION,mobile,10:21:48,(DC)HSPA+ * 42.2 Mbps,-79,-81,-57,60%,63%,Connected,upload + download activity,45.4518369,11.98997278,41572,27239012,25021
65,6/2/18 * 10:21:58,HAVE MOBILE CONNECTION,mobile,10:21:58,(DC)HSPA+ * 42.2 Mbps,-83,-81,-57,53%,63%,Connected,upload + download activity,45.4534187,11.99090281,41572,27239012,25021
66,6/2/18 * 10:22:8,HAVE MOBILE CONNECTION,mobile,10:22:8,(DC)HSPA+ * 42.2 Mbps,-79,-81,-57,60%,63%,Connected,upload + download activity,45.45474262,11.99166577,41571,27239011,25021
67,6/2/18 * 10:22:19,HAVE MOBILE CONNECTION,mobile,10:22:18,(DC)HSPA+ * 42.2 Mbps,-73,-81,-57,71%,63%,Connected,upload + download activity,45.4560762,11.99244453,41571,27239011,25021
68,6/2/18 * 10:22:29,HAVE MOBILE CONNECTION,mobile,10:22:29,(DC)HSPA+ * 42.2 Mbps,-81,-81,-57,57%,63%,Connected,upload + download activity,45.45749742,11.99327724,41571,27239011,25021
69,6/2/18 * 10:22:39,HAVE MOBILE CONNECTION,mobile,10:22:39,(DC)HSPA+ * 42.2 Mbps,-83,-81,-57,53%,63%,Connected,upload + download activity,45.45879237,11.99404998,41571,27239011,25021
70,6/2/18 * 10:22:49,HAVE MOBILE CONNECTION,mobile,10:22:49,(DC)HSPA+ * 42.2 Mbps,-85,-81,-57,50%,63%,Connected,upload + download activity,45.45944677,11.99439753,41571,27239011,25021
71,6/2/18 * 10:22:59,HAVE MOBILE CONNECTION,mobile,10:22:59,(DC)HSPA+ * 42.2 Mbps,-99,-81,-57,25%,62%,Connected,upload + download activity,45.46053581,11.99474185,41571,27239011,25021
72,6/2/18 * 10:23:10,HAVE MOBILE CONNECTION,mobile,10:23:10,(DC)HSPA+ * 42.2 Mbps,-101,-82,-57,21%,61%,Connected,upload + download activity,45.46221251,11.9953847,32211,27229651,25021
73,6/2/18 * 10:23:20,HAVE MOBILE CONNECTION,mobile,10:23:20,(DC)HSPA+ * 42.2 Mbps,-103,-82,-57,17%,61%,Connected,upload + download activity,45.46385234,11.99600414,32211,27229651,25021
74,6/2/18 * 10:23:30,HAVE MOBILE CONNECTION,mobile,10:23:30,(DC)HSPA+ * 42.2 Mbps,-97,-82,-57,28%,60%,Connected,upload + download activity,45.46558747,11.99662298,32211,27229651,25021
75,6/2/18 * 10:23:40,HAVE MOBILE CONNECTION,mobile,10:23:40,(DC)HSPA+ * 42.2 Mbps,-97,-82,-57,28%,60%,Connected,upload + download activity,45.46717147,11.99723096,31993,27229433,25021
76,6/2/18 * 10:23:50,HAVE MOBILE CONNECTION,mobile,10:23:50,UMTS * 384 kbps,-93,-83,-57,35%,60%,Connected,upload + download activity,45.46878766,11.99782602,32211,27229651,25021
77,6/2/18 * 10:24:1,HAVE MOBILE CONNECTION,mobile,10:24:1,(DC)HSPA+ * 42.2 Mbps,-93,-83,-57,35%,59%,Connected,upload + download activity,45.47051849,11.99844613,31993,27229433,25021
78,6/2/18 * 10:24:11,HAVE MOBILE CONNECTION,mobile,10:24:11,(DC)HSPA+ * 42.2 Mbps,-93,-83,-57,35%,59%,Connected,upload + download activity,45.47212054,11.99906664,31993,27229433,25021
79,6/2/18 * 10:24:21,HAVE MOBILE CONNECTION,mobile,10:24:21,(DC)HSPA+ * 42.2 Mbps,-87,-83,-57,46%,59%,Connected,upload + download activity,45.47380326,11.99970438,31993,27229433,25021
80,6/2/18 * 10:24:32,HAVE MOBILE CONNECTION,mobile,10:24:32,(DC)HSPA+ * 42.2 Mbps,-81,-83,-57,57%,59%,Connected,upload + download activity,45.47560757,12.00038468,31993,27229433,25021
81,6/2/18 * 10:24:42,HAVE MOBILE CONNECTION,mobile,10:24:42,(DC)HSPA+ * 42.2 Mbps,-73,-83,-57,71%,59%,Connected,upload + download activity,45.47717471,12.00097312,31993,27229433,25021
82,6/2/18 * 10:24:52,HAVE MOBILE CONNECTION,mobile,10:24:52,(DC)HSPA+ * 42.2 Mbps,-73,-83,-57,71%,59%,Connected,upload + download activity,45.47864866,12.00150315,31993,27229433,25021
83,6/2/18 * 10:25:2,HAVE MOBILE CONNECTION,mobile,10:25:2,(DC)HSPA+ * 42.2 Mbps,-73,-82,-57,71%,59%,Connected,upload + download activity,45.48011156,12.00205284,31993,27229433,25021
84,6/2/18 * 10:25:13,HAVE MOBILE CONNECTION,mobile,10:25:12,(DC)HSPA+ * 42.2 Mbps,-67,-82,-57,82%,59%,Connected,upload + download activity,45.48143113,12.00253672,31991,27229431,25021
85,6/2/18 * 10:25:23,HAVE MOBILE CONNECTION,mobile,10:25:23,(DC)HSPA+ * 42.2 Mbps,-71,-82,-57,75%,60%,Connected,upload + download activity,45.48283847,12.00312708,31991,27229431,25021
86,6/2/18 * 10:25:33,HAVE MOBILE CONNECTION,mobile,10:25:33,(DC)HSPA+ * 42.2 Mbps,-75,-82,-57,67%,60%,Connected,upload + download activity,45.4836034,12.00380846,31991,27229431,25021
87,6/2/18 * 10:25:43,HAVE MOBILE CONNECTION,mobile,10:25:43,UMTS * 384 kbps,-77,-82,-57,64%,60%,Connected,upload + download activity,45.48450858,12.00372367,31991,27229431,25021
88,6/2/18 * 10:25:53,HAVE MOBILE CONNECTION,mobile,10:25:53,(DC)HSPA+ * 42.2 Mbps,-77,-82,-57,64%,60%,Connected,upload + download activity,45.48609207,12.00426138,31991,27229431,25021
89,6/2/18 * 10:26:4,HAVE MOBILE CONNECTION,mobile,10:26:4,(DC)HSPA+ * 42.2 Mbps,-81,-82,-57,57%,60%,Connected,upload + download activity,45.4880232,12.00498168,31991,27229431,25021
