Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 5/13/18
,Log start: 18:34:18
,Log interval: 10 seconds
,Device/Model: A0001
,Android: Version 8.1.0
,Net. op.: vodafone IT
,Sim op.: 
,Network type (DC)HSPA+ * 42.2 Mbps
,Phone type: GSM
,Country code: it
,Device ID: 864587020902251
281,5/13/18 * 19:23:1,HAVE MOBILE CONNECTION,mobile,19:23:1,(DC)HSPA+ * 42.2 Mbps,-93,-90,-55,35%,48%,Connected,upload + download activity,45.49604351,12.00799267,31991,27229431,25021
282,5/13/18 * 19:23:13,HAVE MOBILE CONNECTION,mobile,19:23:13,(DC)HSPA+ * 42.2 Mbps,-91,-90,-55,39%,48%,Connected,Unknown,45.49604351,12.00799267,31991,27229431,25021
283,5/13/18 * 19:23:24,HAVE MOBILE CONNECTION,mobile,19:23:24,(DC)HSPA+ * 42.2 Mbps,-81,-90,-55,57%,48%,Connected,no activity,45.49604351,12.00799267,31991,27229431,25021
284,5/13/18 * 19:23:45,HAVE MOBILE CONNECTION,mobile,19:23:45,(DC)HSPA+ * 42.2 Mbps,-73,-90,-55,71%,48%,Connected,no activity,45.49604351,12.00799267,31991,27229431,25021
285,5/13/18 * 19:23:55,HAVE MOBILE CONNECTION,mobile,19:23:55,(DC)HSPA+ * 42.2 Mbps,-73,-89,-55,71%,48%,Connected,no activity,45.49604351,12.00799267,31991,27229431,25021
286,5/13/18 * 19:24:5,HAVE MOBILE CONNECTION,mobile,19:24:5,(DC)HSPA+ * 42.2 Mbps,-67,-89,-55,82%,48%,Connected,Unknown,45.49604351,12.00799267,31991,27229431,25021
287,5/13/18 * 19:24:15,HAVE MOBILE CONNECTION,mobile,19:24:15,(DC)HSPA+ * 42.2 Mbps,-75,-89,-55,67%,48%,Connected,no activity,45.49604351,12.00799267,31991,27229431,25021
288,5/13/18 * 19:24:25,HAVE MOBILE CONNECTION,mobile,19:24:25,UMTS * 384 kbps,-73,-89,-55,71%,48%,Connected,no activity,45.49604351,12.00799267,31993,27229433,25021
289,5/13/18 * 19:24:36,HAVE MOBILE CONNECTION,mobile,19:24:36,(DC)HSPA+ * 42.2 Mbps,-75,-89,-55,67%,48%,Connected,no activity,45.49604351,12.00799267,31993,27229433,25021
290,5/13/18 * 19:24:46,HAVE MOBILE CONNECTION,mobile,19:24:46,(DC)HSPA+ * 42.2 Mbps,-75,-89,-55,67%,48%,Connected,no activity,45.49604351,12.00799267,31993,27229433,25021
291,5/13/18 * 19:24:56,HAVE MOBILE CONNECTION,mobile,19:24:56,(DC)HSPA+ * 42.2 Mbps,-87,-89,-55,46%,48%,Connected,no activity,45.49604351,12.00799267,31993,27229433,25021
292,5/13/18 * 19:25:6,HAVE MOBILE CONNECTION,mobile,19:25:6,(DC)HSPA+ * 42.2 Mbps,-89,-89,-55,42%,48%,Connected,no activity,45.49604351,12.00799267,31993,27229433,25021
293,5/13/18 * 19:25:16,HAVE MOBILE CONNECTION,mobile,19:25:16,(DC)HSPA+ * 42.2 Mbps,-91,-89,-55,39%,48%,Connected,no activity,45.49604351,12.00799267,32211,27229651,25021
294,5/13/18 * 19:25:26,HAVE MOBILE CONNECTION,mobile,19:25:26,(DC)HSPA+ * 42.2 Mbps,-91,-89,-55,39%,48%,Connected,no activity,45.49604351,12.00799267,31993,27229433,25021
295,5/13/18 * 19:25:36,HAVE MOBILE CONNECTION,mobile,19:25:36,(DC)HSPA+ * 42.2 Mbps,-87,-89,-55,46%,48%,Connected,no activity,45.49604351,12.00799267,31993,27229433,25021
296,5/13/18 * 19:25:46,HAVE MOBILE CONNECTION,mobile,19:25:46,(DC)HSPA+ * 42.2 Mbps,-101,-89,-55,21%,48%,Connected,no activity,45.49604351,12.00799267,32211,27229651,25021
297,5/13/18 * 19:25:56,HAVE MOBILE CONNECTION,mobile,19:25:56,(DC)HSPA+ * 42.2 Mbps,-95,-89,-55,32%,48%,Connected,no activity,45.49604351,12.00799267,32211,27229651,25021
298,5/13/18 * 19:26:6,HAVE MOBILE CONNECTION,mobile,19:26:6,(DC)HSPA+ * 42.2 Mbps,-107,-89,-55,10%,48%,Connected,no activity,45.49604351,12.00799267,32211,27229651,25021
299,5/13/18 * 19:26:16,HAVE MOBILE CONNECTION,mobile,19:26:16,(DC)HSPA+ * 42.2 Mbps,-107,-89,-55,10%,48%,Connected,no activity,45.49604351,12.00799267,32211,27229651,25021
300,5/13/18 * 19:26:27,HAVE MOBILE CONNECTION,mobile,19:26:26,(DC)HSPA+ * 42.2 Mbps,-107,-89,-55,10%,48%,Connected,no activity,45.49604351,12.00799267,41571,27239011,25021
301,5/13/18 * 19:26:37,HAVE MOBILE CONNECTION,mobile,19:26:37,(DC)HSPA+ * 42.2 Mbps,-103,-89,-55,17%,48%,Connected,no activity,45.49604351,12.00799267,41571,27239011,25021
