Counter,Date:,Info,Signal type,Time (24h),Network type,dBm,dBm average,Best signal,Percent,Percent average,Data state:,Data activity:,My Location latitude,My Location longitude,Tower Cell ID - short,Tower Cell ID - long,Tower LAC (Local Area Code)
,Log date: 5/20/18
,Log start: 18:2:5
,Log interval: 10 seconds
,Device/Model: A0001
,Android: Version 8.1.0
,Net. op.: vodafone IT
,Sim op.: 
,Network type UMTS * 384 kbps
,Phone type: GSM
,Country code: it
,Device ID: 864587020902251
1,5/20/18 * 18:2:15,HAVE MOBILE CONNECTION,mobile,18:2:15,(DC)HSPA+ * 42.2 Mbps,-93,-93,-93,35%,35%,Connected,no activity,0.0,0.0,4237,9179277,25032
2,5/20/18 * 18:2:26,HAVE MOBILE CONNECTION,mobile,18:2:25,(DC)HSPA+ * 42.2 Mbps,-97,-95,-93,28%,31%,Connected,no activity,0.0,0.0,4237,9179277,25032
3,5/20/18 * 18:2:36,HAVE MOBILE CONNECTION,mobile,18:2:36,(DC)HSPA+ * 42.2 Mbps,-99,-96,-93,25%,29%,Connected,no activity,0.0,0.0,4237,9179277,25032
4,5/20/18 * 18:2:46,HAVE MOBILE CONNECTION,mobile,18:2:46,(DC)HSPA+ * 42.2 Mbps,-97,-96,-93,28%,29%,Connected,upload + download activity,0.0,0.0,4237,9179277,25032
5,5/20/18 * 18:2:56,HAVE MOBILE CONNECTION,mobile,18:2:56,(DC)HSPA+ * 42.2 Mbps,-95,-96,-93,32%,29%,Connected,upload activity,0.0,0.0,4237,9179277,25032
6,5/20/18 * 18:3:6,HAVE MOBILE CONNECTION,mobile,18:3:6,(DC)HSPA+ * 42.2 Mbps,-97,-96,-93,28%,29%,Connected,no activity,0.0,0.0,4237,9179277,25032
7,5/20/18 * 18:3:16,HAVE MOBILE CONNECTION,mobile,18:3:16,(DC)HSPA+ * 42.2 Mbps,-97,-96,-93,28%,29%,Connected,upload + download activity,0.0,0.0,4237,9179277,25032
8,5/20/18 * 18:3:26,HAVE MOBILE CONNECTION,mobile,18:3:26,(DC)HSPA+ * 42.2 Mbps,-95,-96,-93,32%,29%,Connected,Unknown,0.0,0.0,4237,9179277,25032
9,5/20/18 * 18:3:36,HAVE MOBILE CONNECTION,mobile,18:3:36,(DC)HSPA+ * 42.2 Mbps,-95,-96,-93,32%,29%,Connected,Unknown,0.0,0.0,4237,9179277,25032
10,5/20/18 * 18:3:47,HAVE MOBILE CONNECTION,mobile,18:3:47,(DC)HSPA+ * 42.2 Mbps,-95,-96,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
11,5/20/18 * 18:3:57,HAVE MOBILE CONNECTION,mobile,18:3:57,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
12,5/20/18 * 18:4:7,HAVE MOBILE CONNECTION,mobile,18:4:7,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
13,5/20/18 * 18:4:17,HAVE MOBILE CONNECTION,mobile,18:4:17,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,upload + download activity,0.0,0.0,4237,9179277,25032
14,5/20/18 * 18:4:27,HAVE MOBILE CONNECTION,mobile,18:4:27,(DC)HSPA+ * 42.2 Mbps,-97,-95,-93,28%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
15,5/20/18 * 18:4:37,HAVE MOBILE CONNECTION,mobile,18:4:37,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
16,5/20/18 * 18:4:47,HAVE MOBILE CONNECTION,mobile,18:4:47,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,download activity,0.0,0.0,4237,9179277,25032
17,5/20/18 * 18:4:58,HAVE MOBILE CONNECTION,mobile,18:4:58,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
18,5/20/18 * 18:5:8,HAVE MOBILE CONNECTION,mobile,18:5:8,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
19,5/20/18 * 18:5:18,HAVE MOBILE CONNECTION,mobile,18:5:18,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
20,5/20/18 * 18:5:29,HAVE MOBILE CONNECTION,mobile,18:5:29,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
21,5/20/18 * 18:5:41,HAVE MOBILE CONNECTION,mobile,18:5:41,(DC)HSPA+ * 42.2 Mbps,-95,-95,-93,32%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
22,5/20/18 * 18:5:51,HAVE MOBILE CONNECTION,mobile,18:5:51,(DC)HSPA+ * 42.2 Mbps,-99,-95,-93,25%,30%,Connected,Unknown,0.0,0.0,4237,9179277,25032
23,5/20/18 * 18:6:1,HAVE MOBILE CONNECTION,mobile,18:6:1,(DC)HSPA+ * 42.2 Mbps,-85,-95,-85,50%,31%,Connected,no activity,0.0,0.0,4237,9179277,25032
24,5/20/18 * 18:6:11,HAVE MOBILE CONNECTION,mobile,18:6:11,(DC)HSPA+ * 42.2 Mbps,-81,-94,-81,57%,32%,Connected,no activity,0.0,0.0,4237,9179277,25032
25,5/20/18 * 18:6:21,HAVE MOBILE CONNECTION,mobile,18:6:21,(DC)HSPA+ * 42.2 Mbps,-81,-94,-81,57%,33%,Connected,no activity,0.0,0.0,4237,9179277,25032
26,5/20/18 * 18:6:31,HAVE MOBILE CONNECTION,mobile,18:6:31,(DC)HSPA+ * 42.2 Mbps,-81,-93,-81,57%,34%,Connected,no activity,0.0,0.0,4237,9179277,25032
27,5/20/18 * 18:6:42,HAVE MOBILE CONNECTION,mobile,18:6:41,(DC)HSPA+ * 42.2 Mbps,-79,-93,-79,60%,35%,Connected,no activity,0.0,0.0,4237,9179277,25032
28,5/20/18 * 18:6:52,HAVE MOBILE CONNECTION,mobile,18:6:52,(DC)HSPA+ * 42.2 Mbps,-79,-92,-79,60%,36%,Connected,no activity,0.0,0.0,4237,9179277,25032
29,5/20/18 * 18:7:2,HAVE MOBILE CONNECTION,mobile,18:7:2,(DC)HSPA+ * 42.2 Mbps,-77,-92,-77,64%,37%,Connected,Unknown,0.0,0.0,4237,9179277,25032
30,5/20/18 * 18:7:12,HAVE MOBILE CONNECTION,mobile,18:7:12,(DC)HSPA+ * 42.2 Mbps,-77,-91,-77,64%,38%,Connected,no activity,0.0,0.0,4237,9179277,25032
31,5/20/18 * 18:7:22,HAVE MOBILE CONNECTION,mobile,18:7:22,(DC)HSPA+ * 42.2 Mbps,-77,-91,-77,64%,38%,Connected,Unknown,0.0,0.0,4237,9179277,25032
32,5/20/18 * 18:7:33,HAVE MOBILE CONNECTION,mobile,18:7:33,(DC)HSPA+ * 42.2 Mbps,-77,-90,-77,64%,39%,Connected,Unknown,0.0,0.0,4237,9179277,25032
33,5/20/18 * 18:7:43,HAVE MOBILE CONNECTION,mobile,18:7:43,(DC)HSPA+ * 42.2 Mbps,-81,-90,-77,57%,40%,Connected,no activity,0.0,0.0,4237,9179277,25032
34,5/20/18 * 18:7:53,HAVE MOBILE CONNECTION,mobile,18:7:53,(DC)HSPA+ * 42.2 Mbps,-79,-90,-77,60%,40%,Connected,Unknown,0.0,0.0,4237,9179277,25032
35,5/20/18 * 18:8:3,HAVE MOBILE CONNECTION,mobile,18:8:3,(DC)HSPA+ * 42.2 Mbps,-81,-89,-77,57%,41%,Connected,Unknown,0.0,0.0,4237,9179277,25032
36,5/20/18 * 18:8:13,HAVE MOBILE CONNECTION,mobile,18:8:13,(DC)HSPA+ * 42.2 Mbps,-81,-89,-77,57%,41%,Connected,Unknown,0.0,0.0,4237,9179277,25032
37,5/20/18 * 18:8:24,HAVE MOBILE CONNECTION,mobile,18:8:24,(DC)HSPA+ * 42.2 Mbps,-81,-89,-77,57%,42%,Connected,Unknown,0.0,0.0,4237,9179277,25032
38,5/20/18 * 18:8:34,HAVE MOBILE CONNECTION,mobile,18:8:34,(DC)HSPA+ * 42.2 Mbps,-81,-89,-77,57%,42%,Connected,Unknown,45.6866305,12.21994864,4237,9179277,25032
39,5/20/18 * 18:8:44,HAVE MOBILE CONNECTION,mobile,18:8:44,(DC)HSPA+ * 42.2 Mbps,-81,-88,-77,57%,42%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
40,5/20/18 * 18:8:54,HAVE MOBILE CONNECTION,mobile,18:8:54,(DC)HSPA+ * 42.2 Mbps,-81,-88,-77,57%,43%,Connected,Unknown,45.6866305,12.21994864,4237,9179277,25032
41,5/20/18 * 18:9:5,HAVE MOBILE CONNECTION,mobile,18:9:5,(DC)HSPA+ * 42.2 Mbps,-81,-88,-77,57%,43%,Connected,Unknown,45.6866305,12.21994864,4237,9179277,25032
42,5/20/18 * 18:9:15,HAVE MOBILE CONNECTION,mobile,18:9:15,(DC)HSPA+ * 42.2 Mbps,-81,-88,-77,57%,43%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
43,5/20/18 * 18:9:25,HAVE MOBILE CONNECTION,mobile,18:9:25,(DC)HSPA+ * 42.2 Mbps,-81,-88,-77,57%,44%,Connected,Unknown,45.6866305,12.21994864,4237,9179277,25032
44,5/20/18 * 18:9:37,HAVE MOBILE CONNECTION,mobile,18:9:37,(DC)HSPA+ * 42.2 Mbps,-77,-87,-77,64%,44%,Connected,Unknown,45.6866305,12.21994864,4237,9179277,25032
45,5/20/18 * 18:9:47,HAVE MOBILE CONNECTION,mobile,18:9:47,(DC)HSPA+ * 42.2 Mbps,-85,-87,-77,50%,44%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
46,5/20/18 * 18:9:58,HAVE MOBILE CONNECTION,mobile,18:9:58,(DC)HSPA+ * 42.2 Mbps,-87,-87,-77,46%,44%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
47,5/20/18 * 18:10:8,HAVE MOBILE CONNECTION,mobile,18:10:8,(DC)HSPA+ * 42.2 Mbps,-89,-87,-77,42%,44%,Connected,Unknown,45.6866305,12.21994864,4237,9179277,25032
48,5/20/18 * 18:10:18,HAVE MOBILE CONNECTION,mobile,18:10:18,(DC)HSPA+ * 42.2 Mbps,-85,-87,-77,50%,44%,Connected,Unknown,45.6866305,12.21994864,4237,9179277,25032
49,5/20/18 * 18:10:28,HAVE MOBILE CONNECTION,mobile,18:10:28,(DC)HSPA+ * 42.2 Mbps,-81,-87,-77,57%,45%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
50,5/20/18 * 18:10:38,HAVE MOBILE CONNECTION,mobile,18:10:38,(DC)HSPA+ * 42.2 Mbps,-79,-87,-77,60%,45%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
51,5/20/18 * 18:10:49,HAVE MOBILE CONNECTION,mobile,18:10:48,(DC)HSPA+ * 42.2 Mbps,-77,-87,-77,64%,45%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
52,5/20/18 * 18:10:59,HAVE MOBILE CONNECTION,mobile,18:10:59,(DC)HSPA+ * 42.2 Mbps,-83,-87,-77,53%,45%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
53,5/20/18 * 18:11:9,HAVE MOBILE CONNECTION,mobile,18:11:9,(DC)HSPA+ * 42.2 Mbps,-77,-86,-77,64%,46%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
54,5/20/18 * 18:11:19,HAVE MOBILE CONNECTION,mobile,18:11:19,(DC)HSPA+ * 42.2 Mbps,-85,-86,-77,50%,46%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
55,5/20/18 * 18:11:29,HAVE MOBILE CONNECTION,mobile,18:11:29,(DC)HSPA+ * 42.2 Mbps,-89,-86,-77,42%,46%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
56,5/20/18 * 18:11:39,HAVE MOBILE CONNECTION,mobile,18:11:39,(DC)HSPA+ * 42.2 Mbps,-67,-86,-67,82%,46%,Connected,no activity,45.6866305,12.21994864,4237,9179277,25032
57,5/20/18 * 18:11:50,HAVE MOBILE CONNECTION,mobile,18:11:49,(DC)HSPA+ * 42.2 Mbps,-63,-86,-63,89%,47%,Connected,no activity,45.6866305,12.21994864,9281,9184321,25032
58,5/20/18 * 18:12:0,HAVE MOBILE CONNECTION,mobile,18:12:0,(DC)HSPA+ * 42.2 Mbps,-71,-85,-63,75%,48%,Connected,no activity,45.6866305,12.21994864,9283,9184323,25032
59,5/20/18 * 18:12:10,HAVE MOBILE CONNECTION,mobile,18:12:10,(DC)HSPA+ * 42.2 Mbps,-65,-85,-63,85%,48%,Connected,no activity,45.6866305,12.21994864,9283,9184323,25032
60,5/20/18 * 18:12:21,HAVE MOBILE CONNECTION,mobile,18:12:21,(DC)HSPA+ * 42.2 Mbps,-63,-85,-63,89%,49%,Connected,no activity,45.6866305,12.21994864,9283,9184323,25032
61,5/20/18 * 18:12:31,HAVE MOBILE CONNECTION,mobile,18:12:31,(DC)HSPA+ * 42.2 Mbps,-61,-84,-61,92%,50%,Connected,no activity,45.6866305,12.21994864,9283,9184323,25032
62,5/20/18 * 18:12:41,HAVE MOBILE CONNECTION,mobile,18:12:41,(DC)HSPA+ * 42.2 Mbps,-71,-84,-61,75%,50%,Connected,no activity,45.6866305,12.21994864,9283,9184323,25032
63,5/20/18 * 18:12:52,HAVE MOBILE CONNECTION,mobile,18:12:52,(DC)HSPA+ * 42.2 Mbps,-79,-84,-61,60%,50%,Connected,Unknown,45.6866305,12.21994864,9283,9184323,25032
64,5/20/18 * 18:13:2,HAVE MOBILE CONNECTION,mobile,18:13:2,(DC)HSPA+ * 42.2 Mbps,-79,-84,-61,60%,50%,Connected,Unknown,45.6866305,12.21994864,9283,9184323,25032
65,5/20/18 * 18:13:12,HAVE MOBILE CONNECTION,mobile,18:13:12,(DC)HSPA+ * 42.2 Mbps,-79,-84,-61,60%,50%,Connected,no activity,45.6866305,12.21994864,9283,9184323,25032
66,5/20/18 * 18:13:23,HAVE MOBILE CONNECTION,mobile,18:13:23,(DC)HSPA+ * 42.2 Mbps,-83,-84,-61,53%,50%,Connected,no activity,45.6866305,12.21994864,9243,9184283,25032
67,5/20/18 * 18:13:33,HAVE MOBILE CONNECTION,mobile,18:13:33,(DC)HSPA+ * 42.2 Mbps,-73,-84,-61,71%,51%,Connected,no activity,45.6866305,12.21994864,9243,9184283,25032
68,5/20/18 * 18:13:45,HAVE MOBILE CONNECTION,mobile,18:13:45,(DC)HSPA+ * 42.2 Mbps,-73,-83,-61,71%,51%,Connected,no activity,45.6866305,12.21994864,9243,9184283,25032
69,5/20/18 * 18:13:58,HAVE MOBILE CONNECTION,mobile,18:13:58,(DC)HSPA+ * 42.2 Mbps,-61,-83,-61,92%,52%,Connected,no activity,45.6866305,12.21994864,9243,9184283,25032
70,5/20/18 * 18:14:9,HAVE MOBILE CONNECTION,mobile,18:14:9,UMTS * 384 kbps,-65,-83,-61,85%,52%,Connected,Unknown,45.6866305,12.21994864,9242,9184282,25032
71,5/20/18 * 18:14:19,HAVE MOBILE CONNECTION,mobile,18:14:19,(DC)HSPA+ * 42.2 Mbps,-63,-83,-61,89%,53%,Connected,no activity,45.6866305,12.21994864,9242,9184282,25032
72,5/20/18 * 18:14:29,HAVE MOBILE CONNECTION,mobile,18:14:29,(DC)HSPA+ * 42.2 Mbps,-67,-82,-61,82%,53%,Connected,no activity,45.6866305,12.21994864,9242,9184282,25032
73,5/20/18 * 18:14:43,HAVE MOBILE CONNECTION,mobile,18:14:43,UMTS * 384 kbps,-79,-82,-61,60%,53%,Connected,no activity,45.6866305,12.21994864,9233,9184273,25032
74,5/20/18 * 18:14:59,HAVE MOBILE CONNECTION,mobile,18:14:59,UMTS * 384 kbps,-71,-82,-61,75%,53%,Connected,Unknown,45.6866305,12.21994864,9233,9184273,25032
75,5/20/18 * 18:15:14,HAVE MOBILE CONNECTION,mobile,18:15:14,UMTS * 384 kbps,-71,-82,-61,75%,54%,Connected,Unknown,45.6866305,12.21994864,9233,9184273,25032
76,5/20/18 * 18:15:24,HAVE MOBILE CONNECTION,mobile,18:15:24,UMTS * 384 kbps,-59,-82,-59,96%,54%,Connected,no activity,45.6866305,12.21994864,9233,9184273,25032
77,5/20/18 * 18:15:34,HAVE MOBILE CONNECTION,mobile,18:15:34,UMTS * 384 kbps,-63,-81,-59,89%,55%,Connected,no activity,45.6866305,12.21994864,9233,9184273,25032
78,5/20/18 * 18:15:46,HAVE MOBILE CONNECTION,mobile,18:15:46,UMTS * 384 kbps,-67,-81,-59,82%,55%,Connected,no activity,45.6866305,12.21994864,9233,9184273,25032
79,5/20/18 * 18:15:56,HAVE MOBILE CONNECTION,mobile,18:15:56,UMTS * 384 kbps,-63,-81,-59,89%,55%,Connected,no activity,45.6866305,12.21994864,9231,9184271,25032
80,5/20/18 * 18:16:7,HAVE MOBILE CONNECTION,mobile,18:16:7,UMTS * 384 kbps,-81,-81,-59,57%,55%,Connected,Unknown,45.6866305,12.21994864,9231,9184271,25032
81,5/20/18 * 18:16:17,HAVE MOBILE CONNECTION,mobile,18:16:17,UMTS * 384 kbps,-71,-81,-59,75%,56%,Connected,Unknown,45.6866305,12.21994864,9232,9184272,25032
82,5/20/18 * 18:16:28,HAVE MOBILE CONNECTION,mobile,18:16:28,UMTS * 384 kbps,-75,-81,-59,67%,56%,Connected,Unknown,45.6866305,12.21994864,9232,9184272,25032
83,5/20/18 * 18:16:38,HAVE MOBILE CONNECTION,mobile,18:16:38,UMTS * 384 kbps,-83,-81,-59,53%,56%,Connected,no activity,45.6866305,12.21994864,9043,9184083,25032
84,5/20/18 * 18:16:49,HAVE MOBILE CONNECTION,mobile,18:16:49,UMTS * 384 kbps,-85,-81,-59,50%,56%,Connected,Unknown,45.66253057,12.22178108,9043,9184083,25032
85,5/20/18 * 18:16:59,HAVE MOBILE CONNECTION,mobile,18:16:59,UMTS * 384 kbps,-95,-81,-59,32%,55%,Connected,no activity,45.66253057,12.22178108,9203,9184243,25032
86,5/20/18 * 18:17:16,HAVE MOBILE CONNECTION,mobile,18:17:16,UMTS * 384 kbps,-91,-81,-59,39%,55%,Connected,Unknown,45.66253057,12.22178108,9203,9184243,25032
87,5/20/18 * 18:17:26,HAVE MOBILE CONNECTION,mobile,18:17:26,UMTS * 384 kbps,-93,-81,-59,35%,55%,Connected,Unknown,45.66253057,12.22178108,9203,9184243,25032
88,5/20/18 * 18:17:37,HAVE MOBILE CONNECTION,mobile,18:17:37,UMTS * 384 kbps,-99,-81,-59,25%,55%,Connected,no activity,45.66253057,12.22178108,9203,9184243,25032
89,5/20/18 * 18:17:50,HAVE MOBILE CONNECTION,mobile,18:17:50,UMTS * 384 kbps,-91,-82,-59,39%,54%,Connected,Unknown,45.66253057,12.22178108,9203,9184243,25032
90,5/20/18 * 18:18:0,HAVE MOBILE CONNECTION,mobile,18:18:0,UMTS * 384 kbps,-99,-82,-59,25%,54%,Connected,no activity,45.66253057,12.22178108,9203,9184243,25032
91,5/20/18 * 18:18:10,HAVE MOBILE CONNECTION,mobile,18:18:10,UMTS * 384 kbps,-99,-82,-59,25%,54%,Connected,no activity,45.66253057,12.22178108,9078,9184118,25032
92,5/20/18 * 18:18:20,HAVE MOBILE CONNECTION,mobile,18:18:20,(DC)HSPA+ * 42.2 Mbps,-93,-82,-59,35%,54%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
93,5/20/18 * 18:18:31,HAVE MOBILE CONNECTION,mobile,18:18:31,UMTS * 384 kbps,-85,-82,-59,50%,54%,Connected,Unknown,45.66253057,12.22178108,9078,9184118,25032
94,5/20/18 * 18:18:41,HAVE MOBILE CONNECTION,mobile,18:18:41,(DC)HSPA+ * 42.2 Mbps,-83,-82,-59,53%,54%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
95,5/20/18 * 18:18:51,HAVE MOBILE CONNECTION,mobile,18:18:51,(DC)HSPA+ * 42.2 Mbps,-85,-82,-59,50%,53%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
96,5/20/18 * 18:19:1,HAVE MOBILE CONNECTION,mobile,18:19:1,(DC)HSPA+ * 42.2 Mbps,-83,-82,-59,53%,53%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
97,5/20/18 * 18:19:13,HAVE MOBILE CONNECTION,mobile,18:19:13,(DC)HSPA+ * 42.2 Mbps,-77,-82,-59,64%,54%,Connected,Unknown,45.66253057,12.22178108,9075,9184115,25032
98,5/20/18 * 18:19:26,HAVE MOBILE CONNECTION,mobile,18:19:26,(DC)HSPA+ * 42.2 Mbps,-77,-82,-59,64%,54%,Connected,Unknown,45.66253057,12.22178108,9078,9184118,25032
99,5/20/18 * 18:19:36,HAVE MOBILE CONNECTION,mobile,18:19:36,(DC)HSPA+ * 42.2 Mbps,-75,-82,-59,67%,54%,Connected,no activity,45.66253057,12.22178108,9078,9184118,25032
100,5/20/18 * 18:19:49,HAVE MOBILE CONNECTION,mobile,18:19:49,UMTS * 384 kbps,-61,-82,-59,92%,54%,Connected,no activity,45.66253057,12.22178108,9078,9184118,25032
101,5/20/18 * 18:20:1,HAVE MOBILE CONNECTION,mobile,18:20:1,UMTS * 384 kbps,-67,-82,-59,82%,54%,Connected,Unknown,45.66253057,12.22178108,9075,9184115,25032
102,5/20/18 * 18:20:12,HAVE MOBILE CONNECTION,mobile,18:20:12,UMTS * 384 kbps,-67,-81,-59,82%,55%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
103,5/20/18 * 18:20:23,HAVE MOBILE CONNECTION,mobile,18:20:23,(DC)HSPA+ * 42.2 Mbps,-63,-81,-59,89%,55%,Connected,no activity,45.66253057,12.22178108,9078,9184118,25032
104,5/20/18 * 18:20:34,HAVE MOBILE CONNECTION,mobile,18:20:34,UMTS * 384 kbps,-69,-81,-59,78%,55%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
105,5/20/18 * 18:20:45,HAVE MOBILE CONNECTION,mobile,18:20:44,(DC)HSPA+ * 42.2 Mbps,-67,-81,-59,82%,56%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
106,5/20/18 * 18:20:55,HAVE MOBILE CONNECTION,mobile,18:20:55,(DC)HSPA+ * 42.2 Mbps,-61,-81,-59,92%,56%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
107,5/20/18 * 18:21:5,HAVE MOBILE CONNECTION,mobile,18:21:5,(DC)HSPA+ * 42.2 Mbps,-59,-81,-59,96%,56%,Connected,no activity,45.66253057,12.22178108,9075,9184115,25032
108,5/20/18 * 18:21:15,HAVE MOBILE CONNECTION,mobile,18:21:15,(DC)HSPA+ * 42.2 Mbps,-61,-80,-59,92%,57%,Connected,no activity,45.66253057,12.22178108,9078,9184118,25032
109,5/20/18 * 18:21:25,HAVE MOBILE CONNECTION,mobile,18:21:25,(DC)HSPA+ * 42.2 Mbps,-65,-80,-59,85%,57%,Connected,no activity,45.66253057,12.22178108,9078,9184118,25032
110,5/20/18 * 18:21:36,HAVE MOBILE CONNECTION,mobile,18:21:36,(DC)HSPA+ * 42.2 Mbps,-71,-80,-59,75%,57%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
111,5/20/18 * 18:21:46,HAVE MOBILE CONNECTION,mobile,18:21:46,(DC)HSPA+ * 42.2 Mbps,-65,-80,-59,85%,57%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
112,5/20/18 * 18:21:56,HAVE MOBILE CONNECTION,mobile,18:21:56,(DC)HSPA+ * 42.2 Mbps,-57,-80,-57,100%,58%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
113,5/20/18 * 18:22:6,HAVE MOBILE CONNECTION,mobile,18:22:6,(DC)HSPA+ * 42.2 Mbps,-69,-80,-57,78%,58%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
114,5/20/18 * 18:22:16,HAVE MOBILE CONNECTION,mobile,18:22:16,(DC)HSPA+ * 42.2 Mbps,-83,-80,-57,53%,58%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
115,5/20/18 * 18:22:26,HAVE MOBILE CONNECTION,mobile,18:22:26,(DC)HSPA+ * 42.2 Mbps,-79,-80,-57,60%,58%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
116,5/20/18 * 18:22:37,HAVE MOBILE CONNECTION,mobile,18:22:37,(DC)HSPA+ * 42.2 Mbps,-83,-80,-57,53%,58%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
117,5/20/18 * 18:22:50,HAVE MOBILE CONNECTION,mobile,18:22:50,(DC)HSPA+ * 42.2 Mbps,-89,-80,-57,42%,58%,Connected,no activity,45.66253057,12.22178108,9079,9184119,25032
118,5/20/18 * 18:23:0,HAVE MOBILE CONNECTION,mobile,18:23:0,(DC)HSPA+ * 42.2 Mbps,-83,-80,-57,53%,58%,Connected,no activity,45.66253057,12.22178108,57778,9232818,25032
119,5/20/18 * 18:23:10,HAVE MOBILE CONNECTION,mobile,18:23:10,(DC)HSPA+ * 42.2 Mbps,-77,-80,-57,64%,58%,Connected,no activity,45.66253057,12.22178108,57778,9232818,25032
120,5/20/18 * 18:23:21,HAVE MOBILE CONNECTION,mobile,18:23:21,(DC)HSPA+ * 42.2 Mbps,-75,-80,-57,67%,58%,Connected,no activity,45.66253057,12.22178108,57778,9232818,25032
121,5/20/18 * 18:23:31,HAVE MOBILE CONNECTION,mobile,18:23:31,(DC)HSPA+ * 42.2 Mbps,-87,-80,-57,46%,58%,Connected,no activity,45.66253057,12.22178108,57778,9232818,25032
122,5/20/18 * 18:23:41,HAVE MOBILE CONNECTION,mobile,18:23:41,(DC)HSPA+ * 42.2 Mbps,-83,-80,-57,53%,57%,Connected,no activity,45.66253057,12.22178108,57778,9232818,25032
123,5/20/18 * 18:23:51,HAVE MOBILE CONNECTION,mobile,18:23:51,(DC)HSPA+ * 42.2 Mbps,-93,-80,-57,35%,57%,Connected,no activity,45.66253057,12.22178108,57779,9232819,25032
124,5/20/18 * 18:24:1,HAVE MOBILE CONNECTION,mobile,18:24:1,(DC)HSPA+ * 42.2 Mbps,-99,-80,-57,25%,57%,Connected,no activity,45.66253057,12.22178108,57779,9232819,25032
125,5/20/18 * 18:24:11,HAVE MOBILE CONNECTION,mobile,18:24:11,(DC)HSPA+ * 42.2 Mbps,-101,-80,-57,21%,57%,Connected,no activity,45.66253057,12.22178108,22859,9197899,25032
126,5/20/18 * 18:24:21,HAVE MOBILE CONNECTION,mobile,18:24:21,(DC)HSPA+ * 42.2 Mbps,-97,-80,-57,28%,57%,Connected,no activity,45.66253057,12.22178108,22859,9197899,25032
127,5/20/18 * 18:24:31,HAVE MOBILE CONNECTION,mobile,18:24:31,(DC)HSPA+ * 42.2 Mbps,-101,-81,-57,21%,56%,Connected,no activity,45.66253057,12.22178108,57779,9232819,25032
